CLIENTNUM;Attrition_Flag;Customer_Age;Gender;Dependent_count;Education_Level;Marital_Status;Income_Category;Card_Category;Months_on_book;Total_Relationship_Count;Months_Inactive_12_mon;Contacts_Count_12_mon;Credit_Limit;Avg_Open_To_Buy;Total_Trans_Amt;Total_Trans_Ct
811697958;Existing Customer;50;F;4;Unknown;Married;Less than $40K;Blue;45;4;1;4;1488;733;4451;65
817089408;Existing Customer;44;M;2;College;Married;$60K - $80K;Blue;27;3;1;2;19114;17360;4413;69
803406558;Existing Customer;30;F;1;Uneducated;Single;Unknown;Blue;24;3;5;4;7536;6264;4189;86
717297708;Existing Customer;47;F;1;Graduate;Single;Unknown;Blue;37;6;3;3;2441;769;4439;74
808756458;Existing Customer;47;M;3;Graduate;Married;$80K - $120K;Blue;42;6;3;3;13189;11984;3821;83
718352358;Attrited Customer;49;F;3;Post-Graduate;Married;Less than $40K;Blue;35;3;3;2;1914;1914;2687;41
780638958;Existing Customer;42;F;2;Graduate;Divorced;$40K - $60K;Blue;31;6;2;1;2468;618;4483;77
721026033;Existing Customer;57;F;1;Unknown;Single;Less than $40K;Blue;44;4;3;2;2564;1306;2673;43
719894433;Attrited Customer;43;F;4;Unknown;Married;Less than $40K;Blue;24;6;2;3;1679;728;2492;43
812493033;Existing Customer;44;F;3;High School;Single;$40K - $60K;Blue;37;4;1;1;3410;2300;5102;63
718256658;Existing Customer;45;F;3;Uneducated;Married;Less than $40K;Blue;38;6;5;1;2728;2728;4554;75
711421233;Existing Customer;51;M;3;High School;Single;$60K - $80K;Blue;43;5;3;3;7119;5606;4969;84
710335983;Existing Customer;57;F;0;High School;Divorced;Less than $40K;Blue;36;5;1;3;3532;2663;4297;64
720108783;Existing Customer;60;F;1;Uneducated;Single;Unknown;Blue;50;6;3;3;7459;5742;4328;68
818259558;Existing Customer;64;F;0;Graduate;Single;Less than $40K;Blue;56;4;2;3;2294;712;3951;79
708511983;Existing Customer;37;M;3;Graduate;Married;$80K - $120K;Blue;18;5;3;2;1663;1663;3950;82
708838908;Existing Customer;49;F;3;Unknown;Single;$40K - $60K;Blue;42;4;3;4;5129;3475;3192;61
778720533;Attrited Customer;53;F;4;Graduate;Married;Less than $40K;Blue;37;3;2;3;1722;1722;2141;35
793015083;Existing Customer;46;F;4;Graduate;Married;Unknown;Blue;40;5;3;4;2586;1316;4481;77
821336133;Existing Customer;50;F;2;High School;Single;Less than $40K;Blue;46;5;3;2;8708;7712;3927;60
713905608;Existing Customer;56;F;3;Unknown;Single;Less than $40K;Blue;50;5;2;2;8869;8869;3270;63
779164608;Existing Customer;45;F;3;Graduate;Married;Less than $40K;Blue;34;6;2;3;2641;1305;4224;77
714835833;Existing Customer;43;M;4;High School;Divorced;$80K - $120K;Blue;36;3;3;2;34516;33468;4192;73
823863033;Existing Customer;52;M;2;Unknown;Married;$80K - $120K;Silver;48;6;6;1;34516;33043;4254;73
713321508;Existing Customer;47;F;3;Unknown;Single;Less than $40K;Blue;36;3;1;4;1965;790;4579;87
708992733;Existing Customer;50;F;0;High School;Married;Less than $40K;Blue;36;4;3;2;1513;1513;4759;98
709488108;Attrited Customer;42;M;4;College;Single;$40K - $60K;Blue;36;5;2;3;10543;10543;1841;39
716094333;Existing Customer;49;M;1;Graduate;Single;$80K - $120K;Blue;42;6;2;1;17764;16305;2750;57
778567983;Existing Customer;50;F;2;Graduate;Single;$40K - $60K;Blue;43;4;1;3;14383;14383;4512;77
712178883;Existing Customer;49;F;2;College;Single;$40K - $60K;Blue;36;3;2;1;6371;4425;3592;79
717490008;Existing Customer;43;M;4;Graduate;Divorced;$80K - $120K;Blue;36;5;1;1;19188;17566;4282;52
718282983;Existing Customer;60;M;0;College;Unknown;Less than $40K;Blue;47;6;3;3;3076;819;4522;75
747208083;Existing Customer;49;M;4;Graduate;Single;$40K - $60K;Blue;42;3;3;2;2822;1321;4344;68
820276908;Attrited Customer;42;F;4;College;Married;$40K - $60K;Blue;37;3;3;1;4139;4139;2232;41
719960133;Existing Customer;42;M;3;College;Single;$80K - $120K;Silver;26;3;2;2;34516;33612;3910;68
711062958;Existing Customer;43;M;3;Graduate;Single;$120K +;Blue;23;5;2;2;4121;2037;3462;49
714917583;Existing Customer;42;F;2;Doctorate;Unknown;Less than $40K;Silver;36;6;1;2;10074;8995;3338;65
767256933;Existing Customer;43;M;5;Uneducated;Married;$60K - $80K;Blue;36;6;2;4;2621;2023;4852;85
712568358;Existing Customer;47;M;1;High School;Married;$60K - $80K;Blue;29;3;2;2;3394;3394;3115;69
789182358;Existing Customer;56;M;1;Uneducated;Single;$80K - $120K;Blue;45;3;1;2;17628;16214;3991;76
716989683;Existing Customer;56;M;2;Doctorate;Single;$80K - $120K;Blue;48;4;3;3;4480;2015;3331;74
827968383;Existing Customer;43;F;3;High School;Unknown;Less than $40K;Blue;39;5;3;2;3370;1086;4084;70
819647358;Attrited Customer;38;M;2;Unknown;Single;$60K - $80K;Blue;33;2;3;2;12871;12871;2413;53
788966958;Existing Customer;47;F;1;Graduate;Married;Unknown;Blue;34;3;2;2;3112;1089;4613;86
789502308;Attrited Customer;57;F;3;Unknown;Single;Less than $40K;Blue;49;1;3;5;1551;761;2379;46
756458508;Existing Customer;44;M;3;Graduate;Single;$60K - $80K;Blue;37;5;2;3;1682;752;3309;67
714643983;Existing Customer;42;F;1;High School;Married;Less than $40K;Blue;36;5;3;3;2758;741;4119;73
711606558;Existing Customer;49;F;1;High School;Married;Less than $40K;Blue;39;5;2;2;1909;1043;4697;83
824155458;Existing Customer;48;M;2;High School;Married;$80K - $120K;Blue;44;5;1;2;11332;9685;4674;72
710445183;Existing Customer;44;M;5;Doctorate;Single;$120K +;Blue;31;5;1;2;7567;5071;4076;60
802834158;Attrited Customer;42;M;4;Unknown;Married;$60K - $80K;Blue;36;3;2;2;6743;5006;1934;30
712038258;Attrited Customer;48;M;4;Unknown;Single;$80K - $120K;Blue;36;3;3;3;32838;31121;2538;42
712864683;Attrited Customer;42;F;3;Doctorate;Single;Less than $40K;Blue;30;2;3;3;14383;14383;1693;37
813971283;Existing Customer;43;M;4;Unknown;Married;$80K - $120K;Blue;38;5;1;2;2510;1002;3623;63
764211033;Existing Customer;50;F;3;Uneducated;Unknown;Less than $40K;Blue;43;6;2;1;3199;682;4483;87
721424583;Existing Customer;35;F;1;High School;Married;Less than $40K;Blue;26;4;2;3;1918;1018;4237;76
713886333;Attrited Customer;47;M;2;High School;Married;$60K - $80K;Blue;39;2;3;1;18660;17932;1682;43
711741708;Attrited Customer;41;M;3;Post-Graduate;Unknown;$80K - $120K;Blue;33;3;2;3;7591;7591;2302;42
794217108;Existing Customer;43;M;2;College;Single;$120K +;Blue;37;6;3;1;14315;12967;3694;67
715339758;Existing Customer;64;F;1;High School;Divorced;Unknown;Blue;36;3;3;1;18038;16854;4168;64
709610283;Existing Customer;42;F;4;Graduate;Single;Less than $40K;Blue;34;3;2;3;1853;1853;4544;72
714575208;Existing Customer;49;M;5;Doctorate;Single;$40K - $60K;Blue;43;3;1;1;4951;2949;4192;62
716758908;Existing Customer;46;M;3;Uneducated;Single;$120K +;Blue;27;4;2;3;34516;32303;4492;71
778915233;Attrited Customer;51;F;0;Graduate;Married;Less than $40K;Blue;32;4;2;3;1757;1426;2377;47
789466008;Existing Customer;47;M;5;Graduate;Married;$60K - $80K;Blue;38;5;3;4;24033;23421;3578;75
716635758;Existing Customer;38;F;2;Unknown;Single;$40K - $60K;Blue;29;5;3;2;3276;945;4345;68
771819258;Existing Customer;52;M;1;Unknown;Married;$120K +;Blue;40;4;1;2;3614;3614;4561;82
713451408;Existing Customer;47;M;4;High School;Divorced;$60K - $80K;Blue;36;6;1;3;1943;289;3392;70
780146658;Attrited Customer;40;F;2;Post-Graduate;Married;$40K - $60K;Blue;25;2;2;4;3795;1278;1633;32
711675108;Existing Customer;43;F;3;Graduate;Single;Less than $40K;Blue;30;3;3;1;4075;1886;3956;71
755467683;Attrited Customer;48;F;1;Graduate;Single;Less than $40K;Blue;41;6;2;4;3001;2519;2403;42
792864858;Existing Customer;47;M;4;Unknown;Unknown;Less than $40K;Blue;37;6;3;3;5726;4892;2311;58
713009208;Existing Customer;54;F;3;Graduate;Single;Less than $40K;Blue;44;3;2;3;2077;443;4292;66
772231233;Existing Customer;41;F;2;Graduate;Married;Less than $40K;Blue;30;6;2;4;2157;1436;4250;85
720510333;Existing Customer;40;F;3;College;Unknown;$40K - $60K;Blue;20;6;2;2;2037;688;4574;84
780199233;Existing Customer;33;M;2;Doctorate;Single;$120K +;Blue;23;5;1;1;14914;13812;4478;87
711700158;Existing Customer;47;F;2;High School;Single;Less than $40K;Blue;39;5;3;2;1580;960;4384;70
788275083;Existing Customer;46;M;3;College;Married;$60K - $80K;Blue;38;5;3;4;15483;13764;4678;80
708804633;Attrited Customer;44;F;2;Doctorate;Divorced;Less than $40K;Blue;36;1;2;2;1916;1916;2888;39
714479358;Attrited Customer;51;M;3;Graduate;Single;$80K - $120K;Blue;36;6;3;3;3610;2056;2216;34
711406758;Existing Customer;48;F;3;Graduate;Married;Less than $40K;Blue;36;3;2;2;1667;1667;4385;80
821424483;Existing Customer;51;F;1;High School;Single;Less than $40K;Blue;47;4;3;1;14383;14383;4242;70
769438608;Attrited Customer;48;F;1;Graduate;Married;Less than $40K;Blue;42;3;3;2;1942;1082;2522;42
822068583;Existing Customer;48;F;4;Uneducated;Single;Unknown;Blue;44;4;3;0;2231;2231;3946;48
711371208;Existing Customer;50;F;4;College;Married;Unknown;Blue;36;4;2;2;6465;4602;4490;68
788832033;Existing Customer;35;M;2;High School;Unknown;$40K - $60K;Blue;19;4;3;3;8599;7661;3015;64
713452533;Existing Customer;35;F;4;Graduate;Single;Less than $40K;Blue;22;6;3;3;14383;14383;3427;64
720212508;Existing Customer;51;F;1;Graduate;Single;Less than $40K;Blue;37;4;3;4;4402;3705;3325;76
717825033;Existing Customer;50;M;0;Unknown;Divorced;$60K - $80K;Blue;36;3;3;2;5444;2945;4509;80
779926608;Existing Customer;50;F;2;High School;Married;Less than $40K;Blue;36;6;2;1;14383;14383;4697;82
713608383;Attrited Customer;54;F;1;Unknown;Married;Less than $40K;Blue;40;1;1;4;14383;14383;1632;36
710125608;Existing Customer;45;F;5;Unknown;Single;Less than $40K;Blue;36;4;2;0;2679;1121;4756;73
712724733;Existing Customer;31;F;0;Post-Graduate;Single;Less than $40K;Blue;19;6;3;1;2766;1035;3959;71
718286658;Existing Customer;42;M;3;Graduate;Single;$60K - $80K;Silver;22;5;3;1;25293;24153;4059;80
714195108;Existing Customer;45;F;2;Post-Graduate;Single;Unknown;Blue;37;3;3;4;2707;911;4077;70
720867708;Attrited Customer;45;F;4;Graduate;Unknown;Less than $40K;Blue;33;1;3;2;1748;645;2335;41
752573508;Existing Customer;45;F;3;High School;Single;$40K - $60K;Blue;26;3;2;4;4034;2167;3718;72
768661758;Existing Customer;53;M;0;Uneducated;Divorced;$120K +;Blue;47;5;2;1;26129;24377;4919;75
721126833;Attrited Customer;51;M;2;High School;Married;$80K - $120K;Blue;41;5;2;3;14902;14902;2038;39
716093133;Existing Customer;38;F;2;Uneducated;Single;$40K - $60K;Blue;31;5;2;2;12228;10091;3831;68
771092433;Existing Customer;55;F;2;Graduate;Single;Less than $40K;Blue;42;4;3;3;1724;1724;4434;67
712807758;Attrited Customer;47;F;3;Graduate;Single;Less than $40K;Blue;39;3;3;3;14383;14383;2476;32
721514883;Existing Customer;38;M;1;Graduate;Single;$80K - $120K;Blue;25;5;0;1;16665;15518;4657;78
824140908;Attrited Customer;52;M;3;Uneducated;Single;$120K +;Blue;48;5;3;4;20974;20974;1246;27
712971708;Existing Customer;43;F;5;Unknown;Single;Less than $40K;Blue;26;6;0;3;3139;2050;4648;80
716471508;Existing Customer;54;M;2;Unknown;Single;$120K +;Blue;36;5;1;2;19865;19865;4350;83
782548758;Existing Customer;42;F;5;High School;Divorced;Less than $40K;Blue;36;5;2;3;2069;781;5668;82
720444408;Attrited Customer;35;F;1;College;Single;Less than $40K;Blue;25;2;2;4;2231;440;2576;42
717389433;Existing Customer;62;F;0;High School;Single;Unknown;Silver;51;3;1;4;33371;33371;3638;67
714292533;Existing Customer;48;F;3;College;Married;Less than $40K;Blue;36;4;1;2;2544;2544;3593;64
709585758;Existing Customer;41;M;4;High School;Single;$120K +;Blue;28;5;1;4;34516;34516;4004;86
712096758;Existing Customer;49;F;2;Graduate;Unknown;$40K - $60K;Blue;36;6;3;1;5370;4717;4504;81
811463283;Existing Customer;54;M;0;Graduate;Single;$80K - $120K;Blue;42;3;1;1;22437;21048;3283;50
789358908;Attrited Customer;53;F;3;College;Married;Less than $40K;Blue;43;3;2;2;3573;3573;2562;36
718146258;Existing Customer;51;M;2;Graduate;Divorced;$60K - $80K;Blue;41;4;3;1;1959;1959;3737;71
710779083;Existing Customer;59;F;0;Graduate;Married;Less than $40K;Blue;48;3;3;4;1661;1661;4338;77
709166883;Existing Customer;39;F;3;Uneducated;Single;Unknown;Blue;27;6;2;1;5363;5363;4121;78
712554183;Existing Customer;65;F;2;College;Single;$40K - $60K;Blue;54;4;3;2;3009;2288;4070;71
721315233;Existing Customer;47;M;4;High School;Single;$40K - $60K;Silver;32;3;3;4;18535;17343;3780;70
714766383;Existing Customer;42;M;3;High School;Single;Less than $40K;Blue;24;4;3;2;2171;756;4992;77
797491683;Attrited Customer;45;M;5;Unknown;Married;$80K - $120K;Silver;39;2;2;3;34516;32552;2234;49
714157908;Existing Customer;57;F;0;Unknown;Married;Less than $40K;Blue;42;5;1;4;2376;861;3795;71
714588408;Existing Customer;51;F;3;Uneducated;Married;Less than $40K;Blue;43;4;3;2;2882;2882;4446;68
719627133;Existing Customer;50;F;1;Graduate;Single;Less than $40K;Blue;37;4;3;4;3277;796;3965;59
714125883;Existing Customer;47;M;2;Unknown;Married;$80K - $120K;Blue;36;6;2;1;2514;669;3696;71
712865583;Existing Customer;57;F;5;Graduate;Married;$40K - $60K;Blue;49;4;2;2;3301;784;3939;69
779363283;Existing Customer;48;M;3;Post-Graduate;Single;$60K - $80K;Blue;34;4;3;2;12391;11607;4376;86
779224758;Existing Customer;47;F;2;Doctorate;Single;Less than $40K;Blue;37;4;3;2;2168;683;3828;86
718775808;Existing Customer;42;F;3;Unknown;Married;Unknown;Blue;31;3;1;4;7762;6443;5153;77
710267583;Existing Customer;45;F;3;Doctorate;Divorced;Unknown;Blue;33;6;3;2;12587;11772;3914;83
711305208;Existing Customer;52;M;2;Unknown;Married;$60K - $80K;Blue;36;6;3;4;14785;13697;4354;70
717531483;Existing Customer;37;M;2;High School;Single;$60K - $80K;Blue;21;5;2;2;3433;2469;4444;87
709170108;Attrited Customer;60;F;1;Unknown;Single;$40K - $60K;Blue;41;3;2;4;2425;2425;1522;36
716056158;Attrited Customer;63;M;0;Graduate;Single;$60K - $80K;Blue;51;3;3;3;11619;11619;2395;49
711326583;Existing Customer;62;F;0;High School;Single;Less than $40K;Blue;50;3;3;3;3989;3989;4274;68
715406658;Attrited Customer;47;F;1;Unknown;Single;Less than $40K;Blue;37;4;2;1;2173;1577;2738;45
712814658;Existing Customer;50;F;0;Graduate;Married;Less than $40K;Blue;43;4;1;2;2393;894;4755;82
773228133;Attrited Customer;39;F;2;Graduate;Married;Less than $40K;Blue;29;3;2;2;1677;1677;2437;41
710453283;Existing Customer;40;F;3;Uneducated;Single;Less than $40K;Blue;27;5;4;2;2035;2035;4107;82
795266208;Existing Customer;39;M;3;College;Single;$120K +;Blue;30;4;2;1;8842;8842;4493;79
779090883;Existing Customer;42;F;2;Unknown;Unknown;Less than $40K;Blue;23;6;3;1;2483;1186;3478;64
712309758;Existing Customer;65;M;0;Graduate;Single;$40K - $60K;Blue;49;3;2;3;13921;12720;4351;75
716625033;Attrited Customer;32;F;1;Graduate;Single;Less than $40K;Blue;36;3;3;6;2761;2761;2753;43
790112133;Existing Customer;47;F;2;Post-Graduate;Single;$40K - $60K;Blue;40;5;3;2;2623;976;4388;83
797238108;Existing Customer;49;F;4;Unknown;Divorced;Less than $40K;Blue;43;5;1;2;3232;2408;3915;74
716782758;Attrited Customer;48;M;3;Graduate;Single;$60K - $80K;Blue;42;3;2;4;19075;19075;2013;32
715588008;Existing Customer;45;M;4;College;Married;$80K - $120K;Blue;31;4;3;3;31978;30319;2333;51
713977308;Existing Customer;62;M;1;Graduate;Single;$120K +;Blue;53;4;3;4;34516;32455;3820;76
719059083;Existing Customer;45;F;3;High School;Unknown;Less than $40K;Blue;33;5;1;1;6225;4629;4129;71
708797583;Attrited Customer;49;F;4;Unknown;Single;Unknown;Blue;31;6;3;3;2672;2672;2576;39
708809283;Attrited Customer;41;F;4;Graduate;Divorced;$40K - $60K;Blue;33;1;3;1;10360;7843;2414;28
771529608;Existing Customer;50;M;2;High School;Married;$120K +;Blue;38;5;6;0;10747;9720;4538;63
715776033;Existing Customer;46;M;5;Uneducated;Single;$60K - $80K;Blue;33;4;1;3;3135;3135;4116;68
778619358;Existing Customer;42;F;3;Uneducated;Single;Less than $40K;Blue;22;4;1;4;14383;5783;4754;79
715717608;Existing Customer;41;F;4;Uneducated;Unknown;Less than $40K;Blue;32;4;3;1;3189;3189;4813;86
789204933;Existing Customer;65;M;1;Uneducated;Single;Less than $40K;Blue;55;3;2;4;8963;8963;4511;76
711100608;Attrited Customer;55;M;1;Uneducated;Single;$60K - $80K;Blue;48;5;2;2;1723;1723;2574;43
713591283;Existing Customer;36;F;3;Uneducated;Married;Unknown;Blue;23;6;6;1;2161;757;4389;77
719344608;Existing Customer;46;F;3;Graduate;Single;Less than $40K;Blue;27;6;3;3;3901;2900;4313;72
787659483;Existing Customer;58;F;1;Doctorate;Married;Less than $40K;Blue;48;4;2;2;14383;6373;4223;60
822948708;Existing Customer;42;F;3;Uneducated;Divorced;Less than $40K;Blue;38;5;2;2;3131;2282;3108;62
710080383;Existing Customer;38;F;2;Graduate;Single;$40K - $60K;Blue;36;6;2;3;2331;622;4417;69
715596783;Existing Customer;29;F;1;Uneducated;Married;Less than $40K;Blue;18;3;3;3;1895;749;4333;72
798773208;Existing Customer;46;F;4;Unknown;Divorced;Unknown;Blue;40;5;2;3;26496;25090;3691;75
768624258;Attrited Customer;55;F;2;Graduate;Single;Less than $40K;Blue;49;2;1;2;1583;1349;2541;36
721412208;Existing Customer;57;F;2;High School;Married;Less than $40K;Blue;36;4;2;2;14383;5343;3887;79
708129933;Existing Customer;45;F;4;Graduate;Single;Less than $40K;Blue;36;5;3;2;2072;528;4210;64
719703483;Existing Customer;47;F;1;Doctorate;Divorced;Less than $40K;Blue;37;6;3;3;2707;1340;4646;73
708290208;Existing Customer;43;F;3;High School;Married;Less than $40K;Silver;31;3;3;4;13608;12418;3118;76
710431158;Existing Customer;52;F;3;Unknown;Single;Unknown;Blue;36;3;1;2;10273;8616;3778;70
816528333;Existing Customer;64;F;0;High School;Single;Less than $40K;Blue;56;6;6;1;2609;1494;4546;59
778760808;Existing Customer;52;F;2;Graduate;Married;Less than $40K;Blue;39;4;1;3;8431;6569;2008;37
718025808;Existing Customer;61;M;0;High School;Divorced;$60K - $80K;Blue;51;6;3;4;5852;3917;3689;55
815860008;Existing Customer;40;F;3;Uneducated;Married;Less than $40K;Blue;35;5;2;4;3140;957;5109;78
780126033;Attrited Customer;50;M;4;Unknown;Married;$40K - $60K;Blue;35;6;1;5;12914;11687;2082;54
720135333;Existing Customer;45;F;5;Graduate;Single;Less than $40K;Blue;34;5;1;0;8694;7733;1753;49
719174433;Attrited Customer;36;F;1;Unknown;Single;Less than $40K;Blue;24;2;1;2;1735;1735;2467;35
821521983;Existing Customer;51;F;3;High School;Single;Unknown;Blue;46;4;1;4;2286;645;4321;89
716961933;Existing Customer;43;F;2;Graduate;Married;Less than $40K;Blue;36;5;2;4;3589;1781;4262;70
712834533;Existing Customer;51;F;2;Unknown;Single;Less than $40K;Blue;39;5;2;4;2673;1398;4119;75
710544033;Existing Customer;47;M;2;Unknown;Married;$80K - $120K;Blue;36;3;1;3;9437;7413;4715;78
710622333;Existing Customer;39;F;2;High School;Single;$40K - $60K;Blue;28;3;2;2;2751;493;4386;67
714277758;Existing Customer;40;M;1;High School;Single;$40K - $60K;Blue;28;6;2;1;11557;10507;4064;75
713166333;Existing Customer;38;F;2;High School;Married;Unknown;Blue;27;5;2;1;14831;13529;4467;73
714346608;Attrited Customer;51;F;2;Graduate;Single;$40K - $60K;Blue;36;3;1;4;1495;1495;2220;50
778284783;Existing Customer;44;M;5;Unknown;Married;$60K - $80K;Blue;34;5;3;2;2791;812;4617;70
714721608;Existing Customer;38;M;3;Graduate;Single;$120K +;Blue;29;4;3;0;9703;8762;4190;81
716453883;Existing Customer;47;M;5;Unknown;Single;$120K +;Blue;39;6;3;1;3889;2050;4423;63
713876958;Existing Customer;32;F;0;Unknown;Single;Unknown;Blue;26;6;2;4;14140;13295;5036;76
794967408;Existing Customer;53;M;3;Post-Graduate;Married;$80K - $120K;Blue;47;5;2;1;9106;8131;3863;74
798481383;Attrited Customer;40;F;3;Uneducated;Married;Less than $40K;Blue;34;5;1;2;2694;2694;2684;38
718697583;Existing Customer;45;M;3;Graduate;Divorced;$60K - $80K;Blue;36;6;3;2;19629;19629;4073;79
711799458;Existing Customer;41;M;4;Graduate;Single;$40K - $60K;Blue;36;3;1;1;6507;5055;4544;89
823904133;Attrited Customer;53;F;2;College;Single;Unknown;Blue;49;2;2;4;10195;10195;2489;54
718005108;Existing Customer;44;F;5;College;Married;Less than $40K;Blue;34;4;1;2;2096;385;3692;68
717877533;Existing Customer;39;F;2;Graduate;Single;$40K - $60K;Blue;36;5;1;1;11314;11314;3761;70
711883833;Existing Customer;50;F;1;Uneducated;Single;Less than $40K;Blue;37;6;1;1;1837;1172;4752;88
711646908;Attrited Customer;39;M;3;Unknown;Single;$60K - $80K;Blue;23;1;2;3;7821;5304;2010;43
718171308;Attrited Customer;44;F;3;Graduate;Married;Less than $40K;Blue;36;6;3;4;1984;1984;2506;46
709627983;Existing Customer;56;F;3;Post-Graduate;Single;Less than $40K;Blue;36;4;3;0;2535;836;4497;68
716580933;Existing Customer;63;M;0;Uneducated;Single;$40K - $60K;Blue;36;3;3;3;1970;746;4533;65
713600958;Existing Customer;50;M;1;Unknown;Married;$120K +;Blue;38;4;5;3;34516;32440;3647;65
772248408;Existing Customer;40;F;3;Graduate;Single;Less than $40K;Blue;29;5;1;4;2694;861;3366;56
720196158;Existing Customer;48;M;3;Unknown;Single;$60K - $80K;Blue;40;6;3;3;4476;4476;3350;67
770024733;Attrited Customer;53;F;2;Uneducated;Single;$40K - $60K;Blue;47;1;2;3;1699;1699;2520;49
710912733;Existing Customer;44;F;1;Uneducated;Married;Less than $40K;Blue;36;3;2;4;1953;191;4590;91
712860858;Existing Customer;56;F;2;Graduate;Unknown;Unknown;Blue;45;5;1;3;5264;5264;4943;70
708702258;Attrited Customer;40;F;3;Uneducated;Single;Unknown;Blue;36;3;2;2;3698;3220;2051;31
797169633;Existing Customer;41;M;4;Graduate;Single;$120K +;Blue;35;5;3;3;34516;33691;3127;51
709922508;Existing Customer;40;F;4;Unknown;Married;Less than $40K;Blue;28;4;1;1;2712;2712;5207;79
712802733;Existing Customer;45;F;4;High School;Divorced;Less than $40K;Blue;36;3;1;4;5486;4801;2965;70
716981358;Existing Customer;40;F;2;Post-Graduate;Married;Less than $40K;Blue;32;3;3;0;2107;1166;4858;73
758787333;Existing Customer;52;M;3;Uneducated;Unknown;$120K +;Blue;45;4;1;2;18096;15692;3880;68
720519333;Attrited Customer;59;F;2;Unknown;Single;Unknown;Blue;45;1;3;3;2721;836;2594;48
717387933;Existing Customer;49;F;2;High School;Divorced;Less than $40K;Blue;36;6;3;3;2976;719;3837;57
738195708;Existing Customer;47;M;2;Graduate;Divorced;$80K - $120K;Blue;40;6;1;3;16741;15516;3608;56
708560733;Existing Customer;42;F;3;Graduate;Divorced;Less than $40K;Blue;36;5;2;3;3714;1197;4715;85
717001908;Attrited Customer;41;F;5;Graduate;Married;Less than $40K;Blue;28;6;2;2;6936;6936;2874;44
768972558;Existing Customer;43;M;5;High School;Married;$120K +;Blue;37;4;3;4;11099;11099;3980;77
716899233;Existing Customer;40;F;4;Graduate;Single;Less than $40K;Gold;20;6;4;3;15987;14022;4542;70
715567608;Existing Customer;45;F;1;High School;Unknown;Less than $40K;Blue;35;4;4;4;4406;3159;3964;76
713264583;Existing Customer;43;M;2;High School;Married;$120K +;Silver;23;3;3;2;34516;33363;4486;71
716769783;Existing Customer;48;F;2;Graduate;Married;Unknown;Blue;40;3;2;4;5104;4368;3943;78
719564208;Attrited Customer;46;F;1;Uneducated;Single;$40K - $60K;Blue;30;3;2;1;7195;7195;2751;47
716680983;Existing Customer;41;F;3;Doctorate;Married;Less than $40K;Blue;36;3;1;1;1956;903;4924;70
715719033;Existing Customer;38;F;3;Post-Graduate;Married;Less than $40K;Blue;32;4;3;2;3317;800;3772;74
713229633;Attrited Customer;45;F;0;Unknown;Married;$40K - $60K;Blue;30;3;2;4;2759;2759;2061;47
788246958;Existing Customer;44;F;2;Graduate;Married;Unknown;Blue;36;3;1;2;6038;6038;4375;81
720419358;Existing Customer;35;F;2;Uneducated;Single;Less than $40K;Blue;36;3;2;1;2942;842;4548;71
772545858;Existing Customer;49;F;4;Graduate;Married;Less than $40K;Blue;39;4;2;3;5095;5095;3808;89
771431133;Existing Customer;47;F;4;Graduate;Unknown;Less than $40K;Blue;35;4;2;4;14383;14383;3778;69
717800358;Existing Customer;48;M;3;High School;Single;$80K - $120K;Blue;36;3;3;4;10111;9243;4791;68
798041508;Attrited Customer;50;F;4;Graduate;Single;Less than $40K;Blue;44;2;3;2;3201;684;1880;42
710626758;Existing Customer;44;M;4;Uneducated;Unknown;$60K - $80K;Blue;36;6;1;3;2761;2761;3706;65
718982058;Existing Customer;37;M;3;Graduate;Divorced;$40K - $60K;Blue;36;5;2;0;5987;4582;4011;72
791822733;Existing Customer;47;F;3;High School;Single;Unknown;Blue;41;5;1;3;5630;4882;4904;81
718762308;Existing Customer;35;F;1;Graduate;Single;Unknown;Blue;36;6;2;3;6622;4496;3668;60
716841783;Existing Customer;51;M;0;Graduate;Married;$120K +;Blue;36;4;2;3;18733;17441;5080;85
794524833;Existing Customer;36;F;3;Graduate;Single;$40K - $60K;Blue;18;4;3;3;2265;920;4009;73
721359183;Existing Customer;33;F;2;Unknown;Married;$40K - $60K;Blue;19;4;3;4;2907;1370;4390;76
715014633;Attrited Customer;32;F;0;Uneducated;Married;Unknown;Blue;36;6;3;2;8791;8791;2579;51
714372333;Attrited Customer;59;F;0;Doctorate;Married;Less than $40K;Blue;52;6;4;2;2302;2302;2256;40
766946058;Existing Customer;51;F;2;Unknown;Unknown;$40K - $60K;Blue;44;4;6;4;5489;3824;4010;75
708549033;Existing Customer;50;F;1;High School;Married;Less than $40K;Blue;32;4;1;3;2055;779;5025;70
708378108;Existing Customer;39;F;1;Post-Graduate;Married;$40K - $60K;Blue;36;5;3;2;2147;1376;4631;76
826168083;Existing Customer;49;F;4;Unknown;Divorced;Less than $40K;Blue;45;3;3;3;1757;450;4750;72
779320008;Attrited Customer;43;M;3;College;Married;$80K - $120K;Blue;25;3;3;3;2900;383;2180;31
715312158;Existing Customer;41;F;2;Graduate;Single;Less than $40K;Blue;29;4;2;3;2670;591;3895;59
711688983;Existing Customer;51;M;2;Unknown;Divorced;$80K - $120K;Blue;38;4;2;3;21382;19690;3060;66
714393708;Existing Customer;54;F;0;College;Married;$40K - $60K;Blue;46;6;2;3;2254;1721;4913;84
789477483;Existing Customer;40;F;5;Unknown;Single;Unknown;Blue;31;6;3;1;4433;2945;3847;76
