year,name,playerId,playerSlug,positionId,teamId,status,gamesPlayed,avgMinutes,avgFouls,flagrantFouls,technicalFouls,ejections,doubleDouble,tripleDouble,minutes,rebounds,fouls,avgRebounds,avgPoints,avgFieldGoalsMade,avgFieldGoalsAttempted,fieldGoalPct,avgThreePointFieldGoalsMade,avgThreePointFieldGoalsAttempted,threePointFieldGoalPct,avgFreeThrowsMade,avgFreeThrowsAttempted,freeThrowPct,avgAssists,avgTurnovers,points,fieldGoalsMade,fieldGoalsAttempted,threePointFieldGoalsMade,threePointFieldGoalsAttempted,freeThrowsMade,freeThrowsAttempted,assists,turnovers,avgSteals,avgBlocks,steals,blocks,position,birthdate,college,draftinfo,birthplace,team,experience,rankingSalary,salary,weight,height
2015,Paul Millsap,3015,paul-millsap,PF,ATL,inactive,73.0,32.739727,2.7534246,0.0,3.0,0.0,15.0,0.0,2390.0,570.0,201.0,7.808219,16.68493,6.0684934,12.739726,47.63399887084961,1.0547945,2.958904,35.648149251937866,3.4931507,4.6164384,75.66799926757812,3.0547945,2.2739725,1218.0,443.0,930.0,77.0,216.0,255.0,337.0,223.0,166.0,1.7808219,0.94520545,130.0,69.0,Power Forward,2/10/1985,Louisiana Tech,"2006: Rd 2, Pk 47 (UTAH)","Monroe, LA",,,16,"$18,671,659",,
2016,Paul Millsap,3015,paul-millsap,PF,ATL,inactive,81.0,32.679012,2.925926,0.0,5.0,0.0,32.0,0.0,2647.0,732.0,237.0,9.037037,17.098766,6.185185,13.160494,46.99800109863281,0.91358024,2.8641975,31.896552443504333,3.8148148,5.037037,75.73500061035156,3.271605,2.3580246,1385.0,501.0,1066.0,74.0,232.0,309.0,408.0,265.0,191.0,1.8148148,1.7160494,147.0,139.0,Power Forward,2/10/1985,Louisiana Tech,"2006: Rd 2, Pk 47 (UTAH)","Monroe, LA",,,29,"$20,072,033",,
2017,Paul Millsap,3015,paul-millsap,PF,ATL,inactive,69.0,33.95652,2.6956522,0.0,8.0,0.0,19.0,0.0,2343.0,533.0,186.0,7.7246375,18.057972,6.231884,14.086957,44.23899841308594,1.0869565,3.4927535,31.120333075523376,4.5072465,5.869565,76.79000091552734,3.652174,2.289855,1246.0,430.0,972.0,75.0,241.0,311.0,405.0,252.0,158.0,1.3043479,0.89855075,90.0,62.0,Power Forward,2/10/1985,Louisiana Tech,"2006: Rd 2, Pk 47 (UTAH)","Monroe, LA",,,3,"$31,269,231",,
2018,Paul Millsap,3015,paul-millsap,PF,DEN,inactive,38.0,30.105263,2.6052632,0.0,1.0,0.0,2.0,0.0,1144.0,245.0,99.0,6.4473686,14.605263,5.3157897,11.447369,46.4370002746582,1.0263158,2.9736843,34.51327383518219,2.9473684,4.236842,69.56500244140625,2.7631578,1.9210526,555.0,202.0,435.0,39.0,113.0,112.0,161.0,105.0,73.0,1.0263158,1.1578947,39.0,44.0,Power Forward,2/10/1985,Louisiana Tech,"2006: Rd 2, Pk 47 (UTAH)","Monroe, LA",,,12,"$29,230,769",,
2019,Paul Millsap,3015,paul-millsap,PF,DEN,inactive,70.0,27.071428,2.6142857,0.0,3.0,0.0,14.0,0.0,1895.0,505.0,183.0,7.214286,12.614285,4.6,9.5,48.42100143432617,0.82857144,2.2714286,36.477985978126526,2.5857143,3.557143,72.69100189208984,2.0142858,1.3571428,883.0,322.0,665.0,58.0,159.0,181.0,249.0,141.0,95.0,1.1857142,0.7714286,83.0,54.0,Power Forward,2/10/1985,Louisiana Tech,"2006: Rd 2, Pk 47 (UTAH)","Monroe, LA",,,20,"$30,350,000",,
2020,Paul Millsap,3015,paul-millsap,PF,DEN,inactive,51.0,24.313726,2.9411764,0.0,2.0,0.0,5.0,0.0,1240.0,293.0,150.0,5.745098,11.588235,4.1372547,8.588235,48.17399978637695,1.0588236,2.4313726,43.54838728904724,2.254902,2.764706,81.55999755859375,1.627451,1.372549,591.0,211.0,438.0,54.0,124.0,115.0,141.0,83.0,70.0,0.8627451,0.5882353,44.0,30.0,Power Forward,2/10/1985,Louisiana Tech,"2006: Rd 2, Pk 47 (UTAH)","Monroe, LA",,,509,"$1,000,000",,
2021,Paul Millsap,3015,paul-millsap,PF,DEN,inactive,56.0,20.75,1.9821428,0.0,1.0,0.0,2.0,0.0,1162.0,262.0,111.0,4.678571,8.964286,3.4107144,7.160714,47.63100051879883,0.875,2.5535715,34.26573574542999,1.2678572,1.75,72.4489974975586,1.75,0.91071427,502.0,191.0,401.0,49.0,143.0,71.0,98.0,98.0,51.0,0.91071427,0.64285713,51.0,36.0,Power Forward,2/10/1985,Louisiana Tech,"2006: Rd 2, Pk 47 (UTAH)","Monroe, LA",,,383,"$1,669,178",,
2007,Mickael Gelabale,2756,mickael-gelabale,SF,SEA,inactive,70.0,17.7,1.5428572,0.0,0.0,0.0,0.0,0.0,1239.0,173.0,108.0,2.4714286,4.5857143,1.7428571,3.7714286,46.21200180053711,0.15714286,0.67142856,23.40425550937653,0.94285715,1.1714286,80.48799896240234,0.8,0.7,321.0,122.0,264.0,11.0,47.0,66.0,82.0,56.0,49.0,0.34285715,0.31428573,24.0,22.0,Small Forward,5/22/1983,,"2005: Rd 2, Pk 48 (SEA)",France,,,356,"$802,000",,
2007,Kyle Lowry,3012,kyle-lowry,PG,MEM,active,10.0,17.5,2.0,0.0,0.0,0.0,0.0,0.0,175.0,31.0,20.0,3.1,5.6,1.4,3.8,36.84199905395508,0.3,0.8,37.5,2.5,2.8,89.28600311279297,3.2,1.2,56.0,14.0,38.0,3.0,8.0,25.0,28.0,32.0,12.0,1.4,0.1,14.0,1.0,Point Guard,3/25/1986 (37),Villanova,"2006: Rd 1, Pk 24 (MEM)","Philadelphia, PA",Miami Heat,16th Season,328,"$1,087,680","6' 0""",196 lbs
2008,Kyle Lowry,3012,kyle-lowry,PG,MEM,active,82.0,25.475609,2.2560976,0.0,1.0,0.0,1.0,0.0,2089.0,250.0,185.0,3.0487804,9.646341,3.121951,7.219512,43.24300003051758,0.4390244,1.7073171,25.714287161827087,2.9634147,4.243902,69.8280029296875,3.609756,1.5487804,791.0,256.0,592.0,36.0,140.0,243.0,348.0,296.0,127.0,1.1219512,0.2682927,92.0,22.0,Point Guard,3/25/1986 (37),Villanova,"2006: Rd 1, Pk 24 (MEM)","Philadelphia, PA",Miami Heat,16th Season,329,"$1,163,520","6' 0""",196 lbs
2009,Kyle Lowry,3012,kyle-lowry,PG,HOU,active,77.0,21.805195,1.8961039,2.0,0.0,0.0,1.0,0.0,1679.0,189.0,146.0,2.4545455,7.5844154,2.4545455,5.6363635,43.54800033569336,0.32467532,1.2727273,25.51020383834839,2.3506494,2.935065,80.08799743652344,3.5714285,1.5194805,584.0,189.0,434.0,25.0,98.0,181.0,226.0,275.0,117.0,0.8961039,0.22077923,69.0,17.0,Point Guard,3/25/1986 (37),Villanova,"2006: Rd 1, Pk 24 (MEM)","Philadelphia, PA",Miami Heat,16th Season,261,"$2,034,996","6' 0""",196 lbs
2010,Kyle Lowry,3012,kyle-lowry,PG,HOU,active,68.0,24.279411,2.5441177,0.0,2.0,0.0,2.0,0.0,1651.0,247.0,173.0,3.6323528,9.117647,2.7058823,6.8235292,39.65499877929688,0.5441176,2.0,27.205881476402283,3.1617646,3.8235295,82.69200134277344,4.4852943,1.7058823,620.0,184.0,464.0,37.0,136.0,215.0,260.0,305.0,116.0,0.88235295,0.13235295,60.0,9.0,Point Guard,3/25/1986 (37),Villanova,"2006: Rd 1, Pk 24 (MEM)","Philadelphia, PA",Miami Heat,16th Season,126,"$5,750,000","6' 0""",196 lbs
2011,Kyle Lowry,3012,kyle-lowry,PG,HOU,active,75.0,34.173332,2.76,0.0,5.0,0.0,10.0,1.0,2563.0,309.0,207.0,4.12,13.48,4.6,10.786667,42.64500045776367,1.72,4.5733333,37.60932981967926,2.56,3.3466666,76.49400329589844,6.6666665,2.1066666,1011.0,345.0,809.0,129.0,343.0,192.0,251.0,500.0,158.0,1.36,0.30666667,102.0,23.0,Point Guard,3/25/1986 (37),Villanova,"2006: Rd 1, Pk 24 (MEM)","Philadelphia, PA",Miami Heat,16th Season,119,"$5,750,000","6' 0""",196 lbs
2013,Kyle Lowry,3012,kyle-lowry,PG,TOR,active,68.0,29.705883,3.2058823,0.0,8.0,1.0,11.0,1.0,2020.0,321.0,218.0,4.720588,11.632353,3.6764705,9.161765,40.12799835205078,1.4852941,4.102941,36.20071709156037,2.7941177,3.514706,79.49800109863281,6.397059,2.3088236,791.0,250.0,623.0,101.0,279.0,190.0,239.0,435.0,157.0,1.382353,0.3529412,94.0,24.0,Point Guard,3/25/1986 (37),Villanova,"2006: Rd 1, Pk 24 (MEM)","Philadelphia, PA",Miami Heat,16th Season,104,"$6,210,000","6' 0""",196 lbs
2014,Kyle Lowry,3012,kyle-lowry,PG,TOR,active,79.0,36.227848,3.379747,1.0,11.0,1.0,18.0,2.0,2862.0,369.0,267.0,4.670886,17.936708,5.78481,13.670886,42.31499862670898,2.4050634,6.329114,37.99999952316284,3.9620254,4.873418,81.29900360107422,7.4177217,2.455696,1417.0,457.0,1080.0,190.0,500.0,313.0,385.0,586.0,194.0,1.5316455,0.18987341,121.0,15.0,Point Guard,3/25/1986 (37),Villanova,"2006: Rd 1, Pk 24 (MEM)","Philadelphia, PA",Miami Heat,16th Season,42,"$12,000,000","6' 0""",196 lbs
2015,Kyle Lowry,3012,kyle-lowry,PG,TOR,active,70.0,34.485714,3.0285714,1.0,8.0,0.0,13.0,2.0,2414.0,328.0,212.0,4.6857142,17.77143,6.142857,14.9,41.22700119018555,1.8857143,5.5857143,33.75959098339081,3.6,4.457143,80.76899719238281,6.757143,2.4714286,1244.0,430.0,1043.0,132.0,391.0,252.0,312.0,473.0,173.0,1.5571429,0.18571429,109.0,13.0,Point Guard,3/25/1986 (37),Villanova,"2006: Rd 1, Pk 24 (MEM)","Philadelphia, PA",Miami Heat,16th Season,56,"$12,000,000","6' 0""",196 lbs
2016,Kyle Lowry,3012,kyle-lowry,PG,TOR,active,77.0,37.025974,2.7402596,1.0,11.0,2.0,12.0,1.0,2851.0,365.0,211.0,4.7402596,21.22078,6.6493506,15.558441,42.73799896240234,2.7532468,7.103896,38.75685632228851,5.1688313,6.376623,81.05899810791016,6.4155846,2.922078,1634.0,512.0,1198.0,212.0,547.0,398.0,491.0,494.0,225.0,2.051948,0.44155845,158.0,34.0,Point Guard,3/25/1986 (37),Villanova,"2006: Rd 1, Pk 24 (MEM)","Philadelphia, PA",Miami Heat,16th Season,86,"$12,000,000","6' 0""",196 lbs
2017,Kyle Lowry,3012,kyle-lowry,PG,TOR,active,60.0,37.4,2.8333333,1.0,8.0,1.0,11.0,1.0,2244.0,286.0,170.0,4.766667,22.4,7.1,15.3,46.40499877929688,3.2166667,7.8,41.23931527137756,4.983333,6.0833335,81.91799926757812,6.95,2.8833334,1344.0,426.0,918.0,193.0,468.0,299.0,365.0,417.0,173.0,1.4833333,0.31666666,89.0,19.0,Point Guard,3/25/1986 (37),Villanova,"2006: Rd 1, Pk 24 (MEM)","Philadelphia, PA",Miami Heat,16th Season,4,"$31,200,000","6' 0""",196 lbs
2018,Kyle Lowry,3012,kyle-lowry,PG,TOR,active,78.0,32.179485,2.4615386,1.0,10.0,2.0,23.0,3.0,2510.0,434.0,192.0,5.5641026,16.24359,5.1666665,12.102564,42.69100189208984,3.0512822,7.6410255,39.93288576602936,2.8589745,3.3461537,85.44100189208984,6.8846154,2.3461537,1267.0,403.0,944.0,238.0,596.0,223.0,261.0,537.0,183.0,1.0897436,0.24358974,85.0,19.0,Point Guard,3/25/1986 (37),Villanova,"2006: Rd 1, Pk 24 (MEM)","Philadelphia, PA",Miami Heat,16th Season,7,"$31,200,000","6' 0""",196 lbs
2019,Kyle Lowry,3012,kyle-lowry,PG,TOR,active,65.0,34.046154,2.5538461,1.0,8.0,0.0,20.0,2.0,2213.0,312.0,166.0,4.8,14.246154,4.6769233,11.369231,41.137001037597656,2.4153845,6.9692307,34.657835960388184,2.476923,2.9846153,82.98999786376953,8.676923,2.8,926.0,304.0,739.0,157.0,453.0,161.0,194.0,564.0,182.0,1.4,0.47692308,91.0,31.0,Point Guard,3/25/1986 (37),Villanova,"2006: Rd 1, Pk 24 (MEM)","Philadelphia, PA",Miami Heat,16th Season,8,"$34,996,296","6' 0""",196 lbs
2020,Kyle Lowry,3012,kyle-lowry,PG,TOR,active,58.0,36.172413,3.275862,2.0,13.0,0.0,15.0,2.0,2098.0,292.0,190.0,5.034483,19.413794,5.7586207,13.844828,41.59400177001953,2.8275862,8.034483,35.19313335418701,5.0689654,5.913793,85.71399688720703,7.465517,3.0689654,1126.0,334.0,803.0,164.0,466.0,294.0,343.0,433.0,178.0,1.4137931,0.44827586,82.0,26.0,Point Guard,3/25/1986 (37),Villanova,"2006: Rd 1, Pk 24 (MEM)","Philadelphia, PA",Miami Heat,16th Season,22,"$30,500,000","6' 0""",196 lbs
2021,Kyle Lowry,3012,kyle-lowry,PG,TOR,active,46.0,34.826088,3.1086957,2.0,9.0,3.0,9.0,2.0,1602.0,247.0,143.0,5.369565,17.195652,5.652174,12.956522,43.624000549316406,2.847826,7.195652,39.5770400762558,3.0434783,3.4782608,87.5,7.347826,2.7391305,791.0,260.0,596.0,131.0,331.0,140.0,160.0,338.0,126.0,0.9782609,0.3043478,45.0,14.0,Point Guard,3/25/1986 (37),Villanova,"2006: Rd 1, Pk 24 (MEM)","Philadelphia, PA",Miami Heat,16th Season,40,"$26,894,128","6' 0""",196 lbs
2022,Kyle Lowry,3012,kyle-lowry,PG,MIA,active,63.0,33.857143,2.8095238,0.0,10.0,1.0,16.0,2.0,2133.0,282.0,177.0,4.4761906,13.396826,4.3809524,9.952381,44.01900100708008,2.2857144,6.0634923,37.6963347196579,2.3492064,2.7619047,85.05699920654297,7.5238094,2.6666667,844.0,276.0,627.0,144.0,382.0,148.0,174.0,474.0,168.0,1.0634921,0.26984128,67.0,17.0,Point Guard,3/25/1986 (37),Villanova,"2006: Rd 1, Pk 24 (MEM)","Philadelphia, PA",Miami Heat,16th Season,43,"$28,333,334","6' 0""",196 lbs
2023,Kyle Lowry,3012,kyle-lowry,PG,MIA,active,55.0,31.236364,2.6,0.0,5.0,0.0,2.0,1.0,1718.0,225.0,143.0,4.090909,11.181818,3.5636363,8.818182,40.4119987487793,1.9454546,5.6363635,34.51612889766693,2.1090908,2.4545455,85.9260025024414,5.109091,1.8727273,615.0,196.0,485.0,107.0,310.0,116.0,135.0,281.0,103.0,1.0363636,0.38181818,57.0,21.0,Point Guard,3/25/1986 (37),Villanova,"2006: Rd 1, Pk 24 (MEM)","Philadelphia, PA",Miami Heat,16th Season,42,"$29,682,540","6' 0""",196 lbs
2007,Rodney Carney,2995,rodney-carney,SG,PHI,inactive,67.0,17.447762,1.761194,0.0,0.0,0.0,0.0,0.0,1169.0,128.0,118.0,1.9104477,6.597015,2.716418,5.850746,46.42900085449219,0.37313432,1.0746269,34.72222089767456,0.7910448,1.2985075,60.91999816894531,0.3880597,0.64179105,442.0,182.0,392.0,25.0,72.0,53.0,87.0,26.0,43.0,0.5671642,0.3432836,38.0,23.0,Shooting Guard,4/5/1984,Memphis,"2006: Rd 1, Pk 16 (CHI)","Memphis, TN",,,293,"$1,547,760",,
2008,Rodney Carney,2995,rodney-carney,SG,PHI,inactive,70.0,14.842857,1.3714286,0.0,1.0,0.0,0.0,0.0,1039.0,149.0,96.0,2.1285715,5.8428574,2.2571428,5.6,40.305999755859375,0.54285717,1.7142857,31.666666269302368,0.78571427,1.1571429,67.9010009765625,0.45714286,0.4857143,409.0,158.0,392.0,38.0,120.0,55.0,81.0,32.0,34.0,0.55714285,0.32857144,39.0,23.0,Shooting Guard,4/5/1984,Memphis,"2006: Rd 1, Pk 16 (CHI)","Memphis, TN",,,290,"$1,655,760",,
2009,Rodney Carney,2995,rodney-carney,SG,MIN,inactive,67.0,17.895523,1.4029851,0.0,1.0,0.0,0.0,0.0,1199.0,126.0,94.0,1.880597,7.1791043,2.6268656,6.3134327,41.608001708984375,1.1791044,3.3731344,34.95575189590454,0.74626863,0.98507464,75.75800323486328,0.3880597,0.64179105,481.0,176.0,423.0,79.0,226.0,50.0,66.0,26.0,43.0,0.67164177,0.43283582,45.0,29.0,Shooting Guard,4/5/1984,Memphis,"2006: Rd 1, Pk 16 (CHI)","Memphis, TN",,,397,"$825,497",,
2007,Marcus Williams,3039,marcus-williams,PG,NJ,inactive,79.0,16.645569,1.2151898,0.0,0.0,0.0,0.0,0.0,1315.0,163.0,96.0,2.063291,6.759494,2.6329114,6.658228,39.54399871826172,0.5822785,2.063291,28.220859169960026,0.9113924,1.0759493,84.70600128173828,3.2911391,1.7974683,534.0,208.0,526.0,46.0,163.0,72.0,85.0,260.0,142.0,0.36708862,0.025316456,29.0,2.0,Point Guard,12/3/1985,UConn,"2006: Rd 1, Pk 22 (NJ)","Los Angeles, CA",,,319,"$1,180,200",,
2008,Marcus Williams,3039,marcus-williams,PG,NJ,inactive,53.0,16.113207,0.9811321,0.0,1.0,0.0,0.0,0.0,854.0,101.0,52.0,1.9056604,5.90566,2.0943396,5.5283017,37.88399887084961,1.018868,2.6792452,38.02816867828369,0.6981132,0.8867925,78.7229995727539,2.6415095,1.4150944,313.0,111.0,293.0,54.0,142.0,37.0,47.0,140.0,75.0,0.4716981,0.056603774,25.0,3.0,Point Guard,12/3/1985,UConn,"2006: Rd 1, Pk 22 (NJ)","Los Angeles, CA",,,317,"$1,262,520",,
2009,Marcus Williams,3039,marcus-williams,PG,GS,inactive,9.0,6.0,0.6666667,0.0,0.0,0.0,0.0,0.0,54.0,4.0,6.0,0.44444445,1.3333334,0.44444445,1.8888888,23.52899932861328,0.22222222,0.6666667,33.33333432674408,0.22222222,0.6666667,33.33300018310547,1.4444444,0.44444445,12.0,4.0,17.0,2.0,6.0,2.0,6.0,13.0,4.0,0.11111111,0.11111111,1.0,1.0,Point Guard,12/3/1985,UConn,"2006: Rd 1, Pk 22 (NJ)","Los Angeles, CA",,,368,"$825,497",,
2007,Daniel Gibson,3006,daniel-gibson,SG,CLE,inactive,60.0,16.466667,1.5666667,0.0,0.0,0.0,0.0,0.0,988.0,92.0,94.0,1.5333333,4.6,1.6333333,3.85,42.42399978637695,0.8666667,2.0666666,41.93548262119293,0.46666667,0.65,71.79499816894531,1.15,0.73333335,276.0,98.0,231.0,52.0,124.0,28.0,39.0,69.0,44.0,0.38333333,0.13333334,23.0,8.0,Shooting Guard,2/27/1986,Texas,"2006: Rd 2, Pk 42 (CLE)","Houston, TX",,,420,"$687,456",,
2008,Daniel Gibson,3006,daniel-gibson,SG,CLE,inactive,58.0,30.431034,2.810345,0.0,1.0,1.0,0.0,0.0,1765.0,134.0,163.0,2.310345,10.431034,3.4655173,8.0172415,43.22600173950195,2.0344827,4.62069,44.02984976768494,1.4655173,1.8103448,80.9520034790039,2.5,1.3103448,605.0,201.0,465.0,118.0,268.0,85.0,105.0,145.0,76.0,0.8103448,0.2413793,47.0,14.0,Shooting Guard,2/27/1986,Texas,"2006: Rd 2, Pk 42 (CLE)","Houston, TX",,,189,"$3,700,000",,
2009,Daniel Gibson,3006,daniel-gibson,SG,CLE,inactive,75.0,23.933332,2.1733334,0.0,1.0,0.0,0.0,0.0,1795.0,155.0,163.0,2.0666666,7.8133335,2.7466667,7.0266666,39.0890007019043,1.44,3.7733333,38.16254436969757,0.88,1.1466666,76.74400329589844,1.76,0.81333333,586.0,206.0,527.0,108.0,283.0,66.0,86.0,132.0,61.0,0.58666664,0.21333334,44.0,16.0,Shooting Guard,2/27/1986,Texas,"2006: Rd 2, Pk 42 (CLE)","Houston, TX",,,169,"$4,088,500",,
2010,Daniel Gibson,3006,daniel-gibson,SG,CLE,inactive,56.0,19.071428,1.4107143,0.0,0.0,0.0,0.0,0.0,1068.0,73.0,79.0,1.3035715,6.339286,2.232143,4.785714,46.641998291015625,1.2678572,2.6607144,47.651007771492,0.60714287,0.875,69.38800048828125,1.25,0.64285713,355.0,125.0,268.0,71.0,149.0,34.0,49.0,70.0,36.0,0.44642857,0.125,25.0,7.0,Shooting Guard,2/27/1986,Texas,"2006: Rd 2, Pk 42 (CLE)","Houston, TX",,,174,"$4,015,334",,
2011,Daniel Gibson,3006,daniel-gibson,SG,CLE,inactive,67.0,27.835821,2.2985075,0.0,3.0,0.0,0.0,0.0,1865.0,177.0,154.0,2.641791,11.641791,3.9402986,9.850746,40.0,1.761194,4.373134,40.27303755283356,2.0,2.4328358,82.20899963378906,3.0,1.1940298,780.0,264.0,660.0,118.0,293.0,134.0,163.0,201.0,80.0,0.7164179,0.31343284,48.0,21.0,Shooting Guard,2/27/1986,Texas,"2006: Rd 2, Pk 42 (CLE)","Houston, TX",,,158,"$4,403,834",,
2007,Kelenna Azubuike,2821,kelenna-azubuike,SF,GS,inactive,41.0,16.317074,1.195122,0.0,0.0,0.0,0.0,0.0,669.0,94.0,49.0,2.292683,7.097561,2.390244,5.365854,44.54499816894531,0.8292683,1.9268292,43.03797483444214,1.4878049,1.902439,78.20500183105469,0.68292683,0.9512195,291.0,98.0,220.0,34.0,79.0,61.0,78.0,28.0,39.0,0.5365854,0.24390244,22.0,10.0,Small Forward,12/16/1983,Kentucky,,England,,,421,"$687,456",,
2008,Kelenna Azubuike,2821,kelenna-azubuike,SF,GS,inactive,81.0,21.382715,1.962963,0.0,0.0,0.0,3.0,0.0,1732.0,324.0,159.0,4.0,8.54321,3.2222223,7.2469134,44.4630012512207,0.8765432,2.4074075,36.41025722026825,1.2222222,1.7037038,71.73899841308594,0.9259259,0.7160494,692.0,261.0,587.0,71.0,195.0,99.0,138.0,75.0,58.0,0.5555556,0.41975307,45.0,34.0,Small Forward,12/16/1983,Kentucky,,England,,,222,"$2,900,000",,
2009,Kelenna Azubuike,2821,kelenna-azubuike,SF,GS,inactive,74.0,32.094593,2.4729729,0.0,0.0,0.0,5.0,0.0,2375.0,370.0,183.0,5.0,14.364865,5.2972975,11.418919,46.39099884033203,1.2702702,2.837838,44.76190507411957,2.5,3.0945945,80.78600311279297,1.581081,1.2837838,1063.0,392.0,845.0,94.0,210.0,185.0,229.0,117.0,95.0,0.7702703,0.6756757,57.0,50.0,Small Forward,12/16/1983,Kentucky,,England,,,205,"$3,100,000",,
2010,Kelenna Azubuike,2821,kelenna-azubuike,SF,GS,inactive,9.0,25.666666,1.7777778,0.0,1.0,0.0,0.0,0.0,231.0,41.0,16.0,4.5555553,13.888889,5.3333335,9.777778,54.54499816894531,1.1111112,3.0,37.03703582286835,2.1111112,3.1111112,67.85700225830078,1.1111112,0.7777778,125.0,48.0,88.0,10.0,27.0,19.0,28.0,10.0,7.0,0.5555556,1.0,5.0,9.0,Small Forward,12/16/1983,Kentucky,,England,,,202,"$3,300,000",,
2007,Renaldo Balkman,2986,renaldo-balkman,SF,NY,inactive,68.0,15.6470585,2.1470587,1.0,0.0,0.0,4.0,0.0,1064.0,294.0,146.0,4.3235292,4.9117646,2.0441177,4.0441175,50.54499816894531,0.073529415,0.3970588,18.518517911434174,0.75,1.3235294,56.66699981689454,0.64705884,0.7205882,334.0,139.0,275.0,5.0,27.0,51.0,90.0,44.0,49.0,0.8382353,0.64705884,57.0,44.0,Small Forward,7/14/1984,South Carolina,"2006: Rd 1, Pk 20 (NY)","Staten Island, NY",,,307,"$1,280,640",,
2008,Renaldo Balkman,2986,renaldo-balkman,SF,NY,inactive,65.0,14.646153,2.0307693,1.0,0.0,0.0,1.0,0.0,952.0,216.0,132.0,3.323077,3.4461539,1.4,2.8615384,48.92499923706055,0.015384615,0.18461539,8.33333358168602,0.63076925,1.4615384,43.15800094604492,0.61538464,0.5692308,224.0,91.0,186.0,1.0,12.0,41.0,95.0,40.0,37.0,0.6769231,0.46153846,44.0,30.0,Small Forward,7/14/1984,South Carolina,"2006: Rd 1, Pk 20 (NY)","Staten Island, NY",,,309,"$1,369,920",,
2009,Renaldo Balkman,2986,renaldo-balkman,SF,DEN,inactive,53.0,14.716981,1.8490566,0.0,2.0,0.0,2.0,0.0,780.0,203.0,98.0,3.8301888,4.981132,2.0754716,3.7169812,55.8380012512207,0.03773585,0.13207547,28.57142984867096,0.7924528,1.226415,64.61499786376953,0.6415094,0.6603774,264.0,110.0,197.0,2.0,7.0,42.0,65.0,34.0,35.0,0.8867925,0.43396226,47.0,23.0,Small Forward,7/14/1984,South Carolina,"2006: Rd 1, Pk 20 (NY)","Staten Island, NY",,,251,"$2,112,417",,
2010,Renaldo Balkman,2986,renaldo-balkman,SF,DEN,inactive,13.0,7.0,1.2307693,0.0,0.0,0.0,0.0,0.0,91.0,23.0,16.0,1.7692307,1.0769231,0.46153846,1.3846154,33.33300018310547,0.0,0.53846157,0.0,0.15384616,0.46153846,33.33300018310547,0.53846157,0.46153846,14.0,6.0,18.0,0.0,7.0,2.0,6.0,7.0,6.0,0.61538464,0.15384616,8.0,2.0,Small Forward,7/14/1984,South Carolina,"2006: Rd 1, Pk 20 (NY)","Staten Island, NY",,,287,"$1,675,000",,
2011,Renaldo Balkman,2986,renaldo-balkman,SF,NY,inactive,8.0,7.75,1.875,0.0,0.0,0.0,0.0,0.0,62.0,7.0,15.0,0.875,2.0,0.75,1.625,46.15399932861328,0.125,0.25,50.0,0.375,0.5,75.0,0.25,0.125,16.0,6.0,13.0,1.0,2.0,3.0,4.0,2.0,1.0,0.5,0.25,4.0,2.0,Small Forward,7/14/1984,South Carolina,"2006: Rd 1, Pk 20 (NY)","Staten Island, NY",,,298,"$1,675,000",,
2007,Jordan Farmar,3002,jordan-farmar,PG,LAL,inactive,72.0,15.138889,1.0694444,0.0,1.0,0.0,0.0,0.0,1090.0,119.0,77.0,1.6527778,4.4444447,1.7222222,4.0833335,42.17699813842773,0.625,1.9027778,32.84671604633331,0.375,0.5277778,71.0530014038086,1.9027778,1.0138888,320.0,124.0,294.0,45.0,137.0,27.0,38.0,137.0,73.0,0.6111111,0.097222224,44.0,7.0,Point Guard,11/30/1986,UCLA,"2006: Rd 1, Pk 26 (LAL)","Los Angeles, CA",,,335,"$1,009,560",,
2008,Jordan Farmar,3002,jordan-farmar,PG,LAL,inactive,82.0,20.609756,1.2804878,1.0,0.0,0.0,0.0,0.0,1690.0,183.0,105.0,2.2317073,9.134147,3.5487804,7.695122,46.117000579833984,1.3902439,3.7439024,37.1335506439209,0.64634144,0.9512195,67.9489974975586,2.7439024,1.3170732,749.0,291.0,631.0,114.0,307.0,53.0,78.0,225.0,108.0,0.9390244,0.06097561,77.0,5.0,Point Guard,11/30/1986,UCLA,"2006: Rd 1, Pk 26 (LAL)","Los Angeles, CA",,,333,"$1,080,000",,
2009,Jordan Farmar,3002,jordan-farmar,PG,LAL,inactive,65.0,18.33846,1.6153846,0.0,0.0,0.0,0.0,0.0,1192.0,117.0,105.0,1.8,6.4,2.476923,6.3384614,39.07799911499024,0.75384617,2.2461538,33.561643958091736,0.6923077,1.1846154,58.442001342773445,2.3846154,1.3384615,416.0,161.0,412.0,49.0,146.0,45.0,77.0,155.0,87.0,0.8769231,0.15384616,57.0,10.0,Point Guard,11/30/1986,UCLA,"2006: Rd 1, Pk 26 (LAL)","Los Angeles, CA",,,271,"$1,947,240",,
2010,Jordan Farmar,3002,jordan-farmar,PG,LAL,inactive,82.0,17.975609,1.3292683,0.0,1.0,0.0,0.0,0.0,1474.0,131.0,109.0,1.597561,7.207317,2.7317073,6.280488,43.494998931884766,1.0487804,2.792683,37.5545859336853,0.69512194,1.0365853,67.05899810791016,1.5487804,0.8780488,591.0,224.0,515.0,86.0,229.0,57.0,85.0,127.0,72.0,0.63414633,0.13414635,52.0,11.0,Point Guard,11/30/1986,UCLA,"2006: Rd 1, Pk 26 (LAL)","Los Angeles, CA",,,185,"$3,750,000",,
